1617659809.883916000 2064.123 1.799315e-07 3.5420051e-08
1617659855.229791000 2064.1272 1.982155e-07 -3.6448249e-08
1617659900.526653000 2064.1313 1.78501e-07 -4.449485e-08
1617659945.775864000 2064.1353 2.02015e-07 -6.0155998e-08
1617659991.019683000 2064.1394 2.02045e-07 -5.7786501e-08
1617660036.274372000 2064.1436 1.6085799e-07 -8.7857003e-08
1617660081.529662000 2064.1477 1.86503e-07 -3.0055649e-08
1617660126.778371000 2064.1519 1.99303e-07 3.8593999e-09
1617660172.245424000 2064.156 1.82897e-07 -1.470745e-08
1617660217.613909000 2064.1602 1.85281e-07 -1.16959e-07
1617660262.864146000 2064.1643 1.740305e-07 -9.71555e-08
1617660308.114995000 2064.1682 1.868755e-07 -9.5665499e-08
1617660353.362391000 2064.1724 1.77264e-07 -1.47164e-07
1617660398.733601000 2064.1765 1.719e-07 -1.4513751e-07
1617660444.075227000 2064.1807 1.366585e-07 -1.602175e-07
1617660489.316752000 2064.1848 1.3372301e-07 -1.60098e-07
1617660534.567248000 2064.189 1.00285e-07 -1.615135e-07
1617660579.822773000 2064.1931 1.018645e-07 -1.94967e-07
1617660625.120731000 2064.1973 6.7934501e-08 -2.1296751e-07
1617660670.370659000 2064.2012 3.021955e-08 -1.980515e-07
1617660715.763467000 2064.2053 -1.42902e-08 -2.8903801e-07
1617660761.007214000 2064.2095 -8.9674998e-08 -3.5287451e-07
1617660806.253163000 2064.2136 -2.3552801e-07 -3.6188951e-07
1617660851.604019000 2064.2178 -4.50313e-07 -2.783685e-07
1617660896.849660000 2064.2219 -5.95855e-07 -4.8369149e-08
1617660942.094685000 2064.2261 -6.2698001e-07 1.589505e-07
1617660987.347436000 2064.2302 -5.6505002e-07 3.1007849e-07
1617661032.727504000 2064.2341 -4.420875e-07 4.2134499e-07
1617661078.098033000 2064.2383 -3.6512299e-07 4.6887999e-07
1617661123.348321000 2064.2424 -2.7647599e-07 4.615635e-07
1617661168.603147000 2064.2466 -1.954885e-07 4.6959499e-07
1617661213.850104000 2064.2507 -1.164975e-07 4.7653899e-07
1617661259.157017000 2064.2549 -7.8603499e-08 5.0913002e-07
1617661304.610902000 2064.259 -4.443525e-08 4.59701e-07
1617661349.859005000 2064.2632 5.6177498e-09 4.341305e-07
1617661395.112703000 2064.2671 1.8566849e-08 3.9294349e-07
1617661440.405735000 2064.2712 5.9604499e-08 3.8823501e-07
1617661485.660936000 2064.2754 8.61735e-08 3.5528851e-07
1617661530.908135000 2064.2795 9.86605e-08 3.4135601e-07
1617661576.160512000 2064.2837 1.075715e-07 3.343375e-07
1617661621.402047000 2064.2878 1.220105e-07 3.0691899e-07
1617661666.663928000 2064.292 1.114905e-07 3.0785799e-07
1617661711.913753000 2064.2961 1.81556e-07 2.8206401e-07
1617661757.169962000 2064.3 1.470595e-07 2.82809e-07
1617661802.414582000 2064.3042 1.802145e-07 2.7886051e-07
1617661847.669007000 2064.3083 1.7926099e-07 2.497585e-07
1617661892.911626000 2064.3125 1.59979e-07 3.3546999e-07
1617661938.336715000 2064.3167 2.0682801e-07 2.19375e-07
1617661983.587860000 2064.3208 1.782775e-07 2.4905799e-07
1617662028.903658000 2064.325 1.972915e-07 2.266915e-07
1617662074.145127000 2064.3291 2.096295e-07 2.1278851e-07
